Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2020-02-10,305.0673522949219,305.13116533874893,301.88615800893024,301.9226265793127,42070000
2020-02-11,305.595947265625,307.20020220152,305.06725053223005,306.41630901268127,54864500
2020-02-12,307.5649108886719,307.7745425630313,306.66248770025715,307.02708992369514,43992700
2020-02-13,307.23675537109375,308.202963799749,305.86947614367216,306.1429208622096,54501900
2020-02-14,307.7289123535156,307.84741430987003,306.4527909338537,307.64687895696886,64582200
2020-02-18,306.93585205078125,307.79268227342084,305.5503251457351,306.7353167259644,57226200
2020-02-19,308.4034423828125,309.07795777585227,307.61954912250815,307.90211788539574,48814700
2020-02-20,307.1364440917969,308.67691395841035,304.15575813081296,307.8565243216202,74163400
2020-02-21,303.9734802246094,306.09730805211063,303.1530905628107,305.78739481387316,113788200
2020-02-24,293.89208984375,304.0464012409805,292.8164758374308,294.5483849080448,161088400
2020-02-25,284.98663330078125,295.88840130215,284.1115821633396,295.27769867089484,218913200
2020-02-26,283.938232421875,289.9633610159589,283.2090281846531,286.3810972156628,194773800
2020-02-27,271.1860656738281,283.99289834255785,271.1860656738281,278.4326260777627,284353500
2020-02-28,270.04681396484375,271.53259540965934,260.2753224373834,263.155727800716,384975800
2020-03-02,281.7416076660156,281.80542071822526,268.40607062281964,271.8242693392627,238703600
2020-03-03,273.6746520996094,286.0713249612982,271.240910200409,282.1153329998057,300139100
2020-03-04,285.1778869628906,285.3966704893052,276.4911099959197,279.03425638312916,176613400
2020-03-05,275.6981506347656,281.17639114422417,273.46494478951723,277.995197331708,186366800
2020-03-06,271.1405334472656,272.3437456449538,264.5502664620457,267.2118873410211,228667200
2020-03-09,249.96592712402344,259.04465081754387,249.25494324110963,250.9412315537288,309417300
2020-03-10,262.9004211425781,262.99155082298614,249.30054030564344,259.45487913879975,276444100
2020-03-11,250.0843963623047,256.99372753135424,246.91232732401264,255.86345261585788,255316300
2020-03-12,226.15704345703125,243.0657284595874,225.76508294392715,233.34892983989002,392220700
2020-03-13,245.49041748046875,247.4593027706441,226.5308107156286,239.81164146550884,329566100
2020-03-16,218.6279296875,234.16932404862888,216.35824141554718,219.84023822786799,297240000
2020-03-17,230.43209838867188,233.50392810842425,216.09390266325667,223.35869921057358,262070500
2020-03-18,218.7646484375,226.39406110097966,207.8446502974257,215.34645080566406,327597100
2020-03-19,219.2295379638672,225.4916860447425,211.67304784141282,218.0810284637233,289322000
2020-03-20,209.78199768066406,224.14949538908877,209.50693107809147,222.37074721498362,347158800
2020-03-23,204.4182586669922,210.58885308857097,200.1180920586079,209.22271174158334,326025200
2020-03-24,222.939208984375,223.81025556170377,214.3663954320049,214.9348561536564,235494500
2020-03-25,226.2766571044922,235.04203577073906,219.82183239457268,224.51625036542322,299430300
2020-03-26,239.48887634277344,240.95586078896224,228.34878482606823,228.77971920189324,257632800
2020-03-27,232.35556030273438,239.13129805518238,230.18256074726233,232.21803399813555,224341200
2020-03-30,239.90150451660156,240.6166693743866,232.45644779685475,234.44607454125364,171369500
2020-03-31,236.32568359375,241.44185872909284,234.922859122693,238.90211266816877,194881100
2020-04-01,225.6898193359375,236.2431083425227,223.62684104588152,227.36771002403904,189554600
2020-04-02,230.897705078125,231.67704405266247,224.2594942177443,224.80962736839078,177660400
2020-04-03,227.560302734375,232.2638985790031,224.83716977069236,229.9166755402143,135561200
2020-04-06,242.84461975097656,244.8067547366427,227.54191713385043,236.4081376209245,188061200
2020-04-07,243.0922088623047,252.16930817093797,242.8721667882083,251.4174604431951,201427200
2020-04-08,251.25247192382812,253.05872554058368,243.202271556666,245.68700700539043,153774500
2020-04-09,255.075927734375,257.82656666185875,252.57283623722412,254.5074388520336,189999200
2020-04-13,252.74696350097656,254.44319588474661,248.8502262862596,254.10395500418002,114839100
2020-04-14,260.201171875,261.2188944182337,252.60941275513804,257.6247434043118,134143400
2020-04-15,254.67242431640625,260.3387321420968,252.5635849639978,254.49821499657006,121775000
2020-04-16,255.90097045898438,256.7536613333941,252.8385975263279,255.94680322305484,131798300
2020-04-17,262.8143005371094,263.4194162623719,258.9267132107058,261.65902364519036,146684800
2020-04-20,258.1839904785156,262.95177313986176,257.96394844153764,259.1191971166025,100109300
2020-04-21,250.34471130371094,254.9291074264228,249.40947658688037,253.72799788074695,126385700
2020-04-22,255.90097045898438,257.6430352076185,253.89300292832246,255.21331111234483,92951600
2020-04-23,255.88262939453125,260.33867676205836,255.58007157656192,257.17543239680975,104709700
2020-04-24,259.4493713378906,260.11870338954105,255.35091919954365,257.39557038512345,85063200
2020-04-27,263.1902770996094,264.308871327073,260.9622663945535,261.4207061930067,77896600
2020-04-28,261.9800109863281,267.1787025062263,261.677425057309,266.8302837908438,105270000
2020-04-29,268.8381652832031,270.36936598916276,266.27091449702925,267.2978148114988,118745600
2020-04-30,266.33514404296875,268.93907823852754,264.60222850800403,267.4628878219718,122901700
2020-05-01,259.2843322753906,266.5001686462375,258.11987753446385,261.59485828058166,125180000
2020-05-04,259.9994812011719,260.30203907180845,255.92853469244014,257.4046969992286,80873200
2020-05-05,262.4016418457031,265.20728975991784,260.12777151810104,262.814248648765,79569900
2020-05-06,260.6229553222656,264.4830095523587,260.192020908388,264.09793589455825,73632600
2020-05-07,263.7677917480469,265.6932435927499,263.26351939914133,263.8319800050877,75250400
2020-05-08,268.1321716308594,268.5997890049133,265.7666074831052,266.89437904014466,76452400
2020-05-11,268.1872863769531,269.56260579427084,265.7850662716561,266.2068230583022,79514200
2020-05-12,262.8418273925781,269.7825831185984,262.7042730991444,269.37000418111256,95870800
2020-05-13,258.19317626953125,263.31852740068314,255.77260186362162,262.28244947607476,144721100
2020-05-14,261.2831115722656,261.41146013220174,250.29888679853764,255.7635079143885,121977900
2020-05-15,262.4842529296875,262.53008571070245,257.954866120157,258.89925085277906,111146300
2020-05-18,270.4794006347656,272.08393945209053,268.3705893815132,268.6914747602291,119703800
2020-05-19,267.7012939453125,271.58885385664627,267.68296642946405,269.8834715117107,95189300
2020-05-20,272.2490539550781,273.110923020854,271.0021111251568,271.2313310260345,85861700
2020-05-21,270.3693542480469,272.9274551573874,269.2782657160711,272.1205969507901,78293900
2020-05-22,270.8828125,271.05702179895974,268.8473394108852,270.08513201578137,63958200
2020-05-26,274.2203063964844,277.0718161691973,270.90120710948116,276.83341854716673,88951400
2020-05-27,278.3004150390625,278.33709805129075,272.1939946167621,277.00761167218025,104817400
2020-05-28,277.7868957519531,281.33521382254526,277.11756385460404,279.3272461114309,90405200
2020-05-29,279.0246276855469,279.6114157032254,274.57775888055136,277.3192181729109,119090800
2020-06-01,280.15252685546875,280.7576706979194,277.8695057987693,278.38295609279857,55758300
2020-06-02,282.47216796875,282.51802872321025,279.739885508997,281.06934373149255,74267200
2020-06-03,286.2313232421875,287.1848853825561,284.1775229222528,284.45257547191164,92567600
2020-06-04,285.4795227050781,286.98321817364206,283.3890390401753,285.2503028822557,75794400
2020-06-05,292.7962646484375,294.565835177491,290.7974742690629,290.8616625425781,150524700
2020-06-08,296.3353576660156,296.5278944562294,293.06209232772414,293.60304767799335,73641200
2020-06-09,294.1257629394531,296.4087837876376,292.8146040767573,293.67647298750563,77479200
2020-06-10,292.48455810546875,295.5927930158741,291.76939322056137,294.7034187889176,95000800
2020-06-11,275.62310791015625,286.2039042091924,275.07300264511355,285.57125517345406,209243600
2020-06-12,278.9238586425781,283.38905659074294,273.7801789307393,282.6188812960742,194678900
2020-06-15,281.52777099609375,282.6555425806839,272.07474788246594,273.24835223856235,135782700
2020-06-16,286.9466247558594,289.403883289215,282.0963519368916,289.25717919909346,137627500
2020-06-17,285.75457763671875,288.2576679504427,285.0210574809537,287.96425988813667,83398900
2020-06-18,285.8645935058594,286.34136061280276,283.78328781211144,284.2417274083413,80828700
2020-06-19,284.23089599609375,289.5169330939847,282.2877529407937,289.3235490329569,135549600
2020-06-22,286.0543518066406,286.4503381503588,282.49041850503755,283.6323430698322,74649400
2020-06-23,287.37115478515625,289.62740495248335,286.9659504440521,288.69727297348606,68471200
2020-06-24,280.04071044921875,285.9529901790608,278.20810074244577,285.3359654871181,132813500
2020-06-25,283.0429382324219,283.3100111754416,277.45298321689944,279.4697872300513,89468000
2020-06-26,276.32025146484375,282.1588713157659,275.7400992165521,281.9470509652658,127961000
2020-06-29,280.3815612792969,280.5196928041572,275.28890629956817,277.5727838921979,79773300
2020-06-30,283.9730529785156,285.667559621828,279.7921232790596,279.9486629348006,113394800
2020-07-01,285.9622497558594,287.22392574002134,284.62694111006857,285.08739818187286,72396500
2020-07-02,287.5370788574219,290.7326525675876,286.87401944452057,289.38809746937955,69344200
2020-07-06,291.9757995605469,292.5559799310515,290.6036465664798,291.3495847273951,61713800
2020-07-07,288.9645080566406,292.40871878523126,288.58692979485284,290.4379766600847,82910000
2020-07-08,291.1745910644531,291.2850962513282,287.96982822881216,289.7287492933504,54638600
2020-07-09,289.5169372558594,292.0218243686505,286.10954433852584,291.7823777440841,83354200
2020-07-10,292.47308349609375,292.74015643400605,288.0250810957527,289.45248660102106,57550400
2020-07-13,289.94061279296875,297.18820278628755,289.2867716039281,294.8122566026346,102997500
2020-07-14,293.6979064941406,294.47147088494086,287.32516922126496,288.52234618472755,93657000
2020-07-15,296.3962097167969,297.4920997478603,294.02023559241456,296.9119193662305,87196500
2020-07-16,295.42010498046875,295.871343992354,293.85453943512255,294.49919068416483,54622500
2020-07-17,296.2764892578125,297.0592718738817,294.4530691984586,296.42383888823116,62774900
2020-07-20,298.6708984375,299.4168366870497,295.26350467471246,296.0094429242622,56308800
2020-07-21,299.30633544921875,301.0744749886083,298.32095050262376,300.63245415579655,57292200
2020-07-22,301.0099792480469,301.32311478404205,298.83663538971115,298.94714058873586,57792900
2020-07-23,297.41845703125,301.35077884843804,296.0555219337203,300.6508750281461,75738000
2020-07-24,295.50299072265625,296.5251921252175,294.00189588834417,295.56746146986495,73766600
2020-07-27,297.6578369140625,297.8328128298591,295.4015862760953,296.19358696402725,48293000
2020-07-28,295.7699890136719,298.0446479275418,295.4752897615271,296.9303216498821,57495000
2020-07-29,299.4075927734375,299.9693649980808,296.60800599281623,296.64485042658015,48454200
2020-07-30,298.3393859863281,298.7538086591065,294.3610576063959,296.44230479428404,61861700
2020-07-31,300.6968688964844,300.7981840639859,295.9173223565921,300.12590663768805,84986800
2020-08-03,302.78741455078125,303.55176103880365,301.81124766050027,302.35458371421714,53077900
2020-08-04,303.95697021484375,303.95697021484375,301.9309475225113,301.9309475225113,41917900
2020-08-05,305.8448181152344,306.10270108517585,304.98837460760626,305.2554476092795,42697700
2020-08-06,307.88916015625,308.008883470918,304.94225226748324,305.26457778295924,43679400
2020-08-07,308.1103515625,308.3958327911544,306.0198577928376,306.9223640633416,57308300
2020-08-10,309.03118896484375,309.21535494485994,306.6275882566364,308.5615137232704,44282100
2020-08-11,306.4801330566406,310.8452840303046,305.75263131441477,310.20985119434204,69601100
2020-08-12,310.7532653808594,311.526829875344,308.8838108265044,308.91143712616207,53774400
2020-08-13,310.1914978027344,311.4992082489788,309.2705836615696,309.9888955675153,41816100
2020-08-14,310.20074462890625,310.73489061846544,309.07722814860483,309.80475825655594,47260400
2020-08-17,311.1860656738281,311.5820519648369,310.2098990427494,311.2136919707807,35481000
2020-08-18,311.8583679199219,312.281980541681,309.98888529540005,311.58207682428633,38733900
